Angleton, 29.1689, -95.4288
Angola, 41.6431, -85.0050
Ankeny, 41.7279, -93.6033
Ann Arbor, 42.2757, -83.7312
Anna, 33.3475, -96.5512
Anna, 37.4612, -89.2388
Annapolis, 38.9705, -76.5047
Anniston, 33.6713, -85.8137
Anoka, 45.2100, -93.3894
Ansonia, 41.3443, -73.0689
Anthony, 31.9876, -106.5933
Anthony, 32.0131, -106.5985
Antigo, 45.1409, -89.1551
Antioch, 37.9789, -121.7958
Antioch, 42.4744, -88.0720
Apache Junction, 33.3982, -111.5349
Apex, 35.7248, -78.8660
Apopka, 28.7006, -81.5303
Apple Valley, 34.5329, -117.2102
Apple Valley, 44.7456, -93.2006
Appleton, 44.2775, -88.3896
Arab, 34.3309, -86.4990
Aransas Pass, 27.8881, -97.1128
Arcadia, 27.2213, -81.8586
Arcadia, 34.1342, -118.0373
Arcata, 40.8620, -124.0754
Archbald, 41.5077, -75.5453
Archdale, 35.9035, -79.9612
Archer Lodge, 35.6909, -78.3744
Arden Hills, 45.0722, -93.1671
Ardmore, 34.1944, -97.1251
Arkadelphia, 34.1245, -93.0719
Arkansas City, 37.0726, -97.0386
Arlington Heights, 42.0955, -87.9825
Arlington, 32.6998, -97.1251
Arlington, 35.2595, -89.6680
Arlington, 48.1698, -122.1440
Arnold, 38.4294, -90.3725
Arroyo Grande, 35.1243, -120.5849
Artesia, 32.8479, -104.4277
Artesia, 33.8676, -118.0806
Arvada, 39.8321, -105.1508
Arvin, 35.1944, -118.8306
Asbury Park, 40.2226, -74.0118
Asbury, 42.5118, -90.7799
Asheboro, 35.7159, -79.8128
Asheville, 35.5703, -82.5536
Ashland, 37.7597, -77.4715
Ashland, 38.4593, -82.6449
Ashland, 40.7811, -76.3451
Ashland, 40.8671, -82.3163
Ashland, 42.1905, -122.6992
Ashland, 46.5801, -90.8715
Ashtabula, 41.8805, -80.7984
Ashville, 39.7248, -82.9581
Ashwaubenon, 44.4796, -88.0890
Aspen, 39.1948, -106.8370
Astoria, 46.1856, -123.8047
Atascadero, 35.4827, -120.6858
Atchison, 39.5629, -95.1368
Athens, 32.2053, -95.8348
Athens, 33.9508, -83.3689
Athens, 34.7846, -86.9516
Athens, 35.4573, -84.6042
Athens, 39.3269, -82.0988
Atherton, 37.4539, -122.2032
Atlanta, 33.1136, -94.1672
Atlanta, 33.7627, -84.4231
Atlantic Beach, 30.3372, -81.4128
Atlantic City, 39.3795, -74.4524
Atlantic, 41.3957, -95.0139
Atmore, 31.0927, -87.4763
Atoka, 35.4229, -89.7862
Attalla, 34.0049, -86.1040
Attica, 42.8641, -78.2798
Attleboro, 41.9311, -71.2950
Atwater, 37.3543, -120.5981
Aubrey, 33.3029, -96.9843
Auburn Hills, 42.6734, -83.2447
Auburn, 32.6084, -85.4897
Auburn, 34.0151, -83.8316
Auburn, 38.8948, -121.0778
Auburn, 41.3666, -85.0559
Auburn, 42.9338, -76.5684
Auburn, 44.0850, -70.2492
Auburn, 47.3039, -122.2108
Auburndale, 28.0966, -81.8007
Audubon, 39.8906, -75.0723
Augusta, 33.3644, -82.0708
Augusta, 37.6953, -96.9909
Augusta, 44.3341, -69.7319
Aurora, 36.9680, -93.7199
Aurora, 39.7085, -104.7274
Aurora, 41.3118, -81.3450
Aurora, 41.7638, -88.2901
Austell, 33.8202, -84.6453
Austin, 30.3038, -97.7545
Austin, 43.6720, -92.9744
Avenal, 36.0312, -120.1160
Aventura, 25.9566, -80.1371
Avon Lake, 41.4945, -82.0160
Avon Park, 27.5934, -81.5086
Avon, 39.6448, -106.5138
Avon, 39.7604, -86.3916
Avon, 41.4485, -82.0187
Avondale, 33.3858, -112.3236
Ayden, 35.4697, -77.4187
Azle, 32.8954, -97.5379
Aztec, 36.8189, -107.9823
Azusa, 34.1386, -117.9124
Babylon, 40.6949, -73.3271
Bainbridge Island, 47.6439, -122.5434
Bainbridge, 30.9046, -84.5722
Baker City, 44.7749, -117.8320
Baker, 30.5833, -91.1578
Bakersfield, 35.3528, -119.0354
Balch Springs, 32.7194, -96.6150
Baldwin Park, 34.0829, -117.9720
Baldwin, 40.3691, -79.9668
Baldwin, 44.9543, -92.3708
Baldwinsville, 43.1570, -76.3318
Ballston Spa, 43.0068, -73.8524
Ballwin, 38.5949, -90.5501
Baltimore, 39.3051, -76.6144
Bangor, 40.8679, -75.2080
Bangor, 44.8322, -68.7906
Banning, 33.9460, -116.8992
Baraboo, 43.4696, -89.7378
Barberton, 41.0095, -81.6038
Barbourville, 36.8669, -83.8854
Bardstown, 37.8175, -85.4550
Bargersville, 39.5414, -86.2004
Barnesville, 33.0511, -84.1526
Barre, 44.1997, -72.5083
Barrington, 39.8689, -75.0514
Barrington, 42.1516, -88.1280
Barstow, 34.8655, -117.0464
Bartlesville, 36.7356, -95.9451
Bartlett, 35.2337, -89.8195
Bartlett, 41.9804, -88.2074
Bartonville, 40.6397, -89.6608
Bartow, 27.8862, -81.8212
Basalt, 39.3663, -107.0412
Bastrop, 30.1112, -97.3159
Bastrop, 32.7749, -91.9058
Batavia, 41.8490, -88.3089
Batavia, 42.9987, -78.1802
Batesburg-Leesville, 33.9117, -81.5308
Batesville, 34.3148, -89.9249
Batesville, 35.7687, -91.6226
Batesville, 39.2974, -85.2139
Bath, 42.3363, -77.3179
Bath, 43.9346, -69.8346
Baton Rouge, 30.4422, -91.1314
Battle Creek, 42.2985, -85.2295
Battle Ground, 45.7763, -122.5415
Battlefield, 37.1190, -93.3683
Baxley, 31.7652, -82.3512
Baxter, 46.3420, -94.2800
Bay City, 28.9816, -95.9603
Bay City, 43.5903, -83.8886
Bay Harbor Islands, 25.8878, -80.1335
Bay Minette, 30.8938, -87.7912
Bay Saint Louis, 30.3281, -89.3774
Bay Village, 41.4851, -81.9315
Bayonne, 40.6659, -74.1141
Baytown, 29.7607, -94.9628
Bayville, 40.9077, -73.5603
Beach Park, 42.4261, -87.8584
Beachwood, 39.9282, -74.2022
Beachwood, 41.4759, -81.5030
Beacon, 41.5036, -73.9655
Beardstown, 39.9996, -90.4181
Beatrice, 40.2738, -96.7455
Beaufort, 32.4487, -80.7102
Beaumont, 30.0849, -94.1451
Beaumont, 33.9052, -116.9760
Beaver Dam, 37.4044, -86.8742
Beaver Dam, 43.4687, -88.8312
Beaver Falls, 40.7620, -80.3225
Beavercreek, 39.7312, -84.0627
Beaverton, 45.4779, -122.8168
Beckley, 37.7878, -81.1841
Bedford Heights, 41.4042, -81.5053
Bedford, 32.8464, -97.1350
Bedford, 37.3359, -79.5181
Bedford, 38.8602, -86.4895
Bedford, 41.3919, -81.5358
Bee Cave, 30.3097, -97.9625
Beebe, 35.0713, -91.9002
Beech Grove, 39.7153, -86.0870
Beeville, 28.4059, -97.7494
Bel Air, 39.5347, -76.3460
Belding, 43.0968, -85.2331
Belen, 34.6804, -106.7875
Belgrade, 45.7822, -111.1757
Bell Gardens, 33.9663, -118.1550
Bell, 33.9801, -118.1798
Bella Vista, 36.4667, -94.2708
Bellaire, 29.7039, -95.4622
Bellbrook, 39.6384, -84.0865
Belle Fourche, 44.6635, -103.8562
Belle Glade, 26.6865, -80.6674
Belle Isle, 28.4724, -81.3491
Belle Plaine, 44.6190, -93.7641
Bellefontaine Neighbors, 38.7529, -90.2278
Bellefontaine, 40.3627, -83.7630
Bellefonte, 40.9141, -77.7683
Belleville, 38.5150, -89.9865
Bellevue, 39.1011, -84.4776
Bellevue, 40.4945, -80.0550
Bellevue, 41.1536, -95.9357
Bellevue, 41.2744, -82.8396
Bellevue, 44.4592, -87.9553
Bellevue, 47.5953, -122.1550
Bellflower, 33.8880, -118.1271
Bellingham, 48.7534, -122.4683
Bellmawr, 39.8665, -75.0942
Bellmead, 31.6025, -97.0896
Bellows Falls, 43.1344, -72.4550
Bellwood, 41.8829, -87.8762
Belmar, 40.1800, -74.0257
Belmont, 35.2310, -81.0385
Belmont, 37.5154, -122.2955
Beloit, 42.5230, -89.0184
Belpre, 39.2815, -81.5971
Belton, 31.0564, -97.4789
Belton, 34.5235, -82.4938
Belton, 38.8191, -94.5334
Belvidere, 42.2545, -88.8647
Bemidji, 47.4798, -94.8833
Benbrook, 32.6767, -97.4629
Bend, 44.0562, -121.3087
Benicia, 38.0704, -122.1542
Bennettsville, 34.6303, -79.6874
Bensenville, 41.9595, -87.9435
Benton Harbor, 42.1160, -86.4484
Benton, 32.6906, -93.7400
Benton, 34.5769, -92.5716
Benton, 38.0110, -88.9179
Bentonville, 36.3579, -94.2286
Berea, 37.5903, -84.2897
Berea, 41.3696, -81.8642
Bergenfield, 40.9233, -73.9982
Berkeley, 37.8723, -122.2760
Berkeley, 38.7441, -90.3362
Berkeley, 41.8891, -87.9114
Berkley, 42.4986, -83.1853
Berlin, 39.7914, -74.9373
Berlin, 44.4871, -71.2601
Bernalillo, 35.3126, -106.5537
Bernardsville, 40.7268, -74.5919
Berne, 40.6567, -84.9555
Berrien Springs, 41.9474, -86.3406
Berthoud, 40.3059, -105.0412
Berwick, 41.0555, -76.2492
Berwyn, 41.8433, -87.7909
Bessemer City, 35.2848, -81.2846
Bessemer, 33.3709, -86.9713
Bethalto, 38.9016, -90.0472
Bethany, 35.5072, -97.6417
Bethel Park, 40.3239, -80.0364
Bethlehem, 40.6266, -75.3679
Bettendorf, 41.5656, -90.4764
Beverly Hills, 34.0786, -118.4021
Beverly Hills, 42.5220, -83.2424
Beverly, 42.5681, -70.8627
Bexley, 39.9650, -82.9342
Biddeford, 43.4674, -70.4512
Big Bear Lake, 34.2430, -116.8955
Big Lake, 45.3418, -93.7435
Big Rapids, 43.6992, -85.4802
Big Spring, 32.2387, -101.4802
Big Stone Gap, 36.8615, -82.7774
Billings, 45.7892, -108.5498
Biloxi, 30.4393, -88.9542
Binghamton, 42.1014, -75.9092
Birdsboro, 40.2618, -75.8100
Birmingham, 33.5276, -86.7986
Birmingham, 42.5447, -83.2167
Bisbee, 31.4126, -109.9179
Bishop, 37.3665, -118.3958
Bishopville, 34.2202, -80.2483
Bismarck, 46.8127, -100.7694
Bixby, 35.9454, -95.8773
Black Jack, 38.7994, -90.2639
Black Mountain, 35.6142, -82.3275
Black River Falls, 44.2981, -90.8418
Blackfoot, 43.1939, -112.3457
Blacksburg, 37.2300, -80.4277
Blackwell, 36.8011, -97.3003
Bladensburg, 38.9423, -76.9265
Blaine, 45.1696, -93.2078
Blaine, 48.9839, -122.7406
Blair, 41.5417, -96.1361
Blairsville, 40.4325, -79.2599
Blakely, 41.4859, -75.6012
Blanchard, 35.1523, -97.6612
Bloomfield, 36.7265, -107.9792
Bloomingdale, 41.0300, -74.3319
Bloomingdale, 41.9497, -88.0892
Bloomington, 39.1637, -86.5257
Bloomington, 40.4756, -88.9698
Bloomington, 44.8306, -93.3150
Bloomsburg, 41.0027, -76.4561
Blue Ash, 39.2478, -84.3824
Blue Island, 41.6578, -87.6812
Blue Springs, 39.0124, -94.2722
Bluefield, 37.2602, -81.2170
Bluffdale, 40.4743, -111.9383
Bluffton, 32.2129, -80.9316
Bluffton, 40.7426, -85.1730
Blythe, 33.6219, -114.6177
Blytheville, 35.9326, -89.9053
Boaz, 34.1985, -86.1529
Boca Raton, 26.3749, -80.1078
Boerne, 29.7856, -98.7297
Bogalusa, 30.7812, -89.8633
Bogota, 40.8753, -74.0293
Boise, 43.5991, -116.2306
Bolingbrook, 41.6911, -88.1012
Bolivar, 35.2656, -89.0148
Bolivar, 37.6057, -93.4174
Bondurant, 41.6986, -93.4546
Bonham, 33.5880, -96.1901
Bonita Springs, 26.3557, -81.7859
Bonne Terre, 37.9209, -90.5425
Bonner Springs, 39.0817, -94.8778
Bonney Lake, 47.1789, -122.1698
Boone, 36.2109, -81.6673
Boone, 42.0531, -93.8773
Booneville, 34.6643, -88.5684
Boonton, 40.9047, -74.4048
Boonville, 38.0452, -87.2739
Boonville, 38.9598, -92.7524
Borger, 35.6598, -101.4012
Bossier City, 32.5227, -93.6665
Boston, 42.3189, -71.0838
Bothell, 47.7740, -122.2039
Boulder City, 35.8407, -114.9256
Boulder, 40.0274, -105.2514
Bound Brook, 40.5676, -74.5385
Bountiful, 40.8722, -111.8647
Bourbonnais, 41.1831, -87.8781
Bowie, 33.5566, -97.8440
Bowie, 38.9577, -76.7421
Bowling Green, 36.9725, -86.4371
Bowling Green, 39.3447, -91.2031
Bowling Green, 41.3772, -83.6500
Box Elder, 44.1128, -103.0807
Boynton Beach, 26.5282, -80.0812
Bozeman, 45.6828, -111.0545
Bradenton, 27.4900, -82.5746
Bradford, 41.9604, -78.6413
Bradley, 41.1634, -87.8466
Brady, 31.1324, -99.3711
Braidwood, 41.2696, -88.2233
Brainerd, 46.3551, -94.1981
Brandon, 32.2778, -89.9896
Brandon, 43.5928, -96.5799
Branson, 36.6504, -93.2636
Braselton, 34.1086, -83.8124
Brawley, 32.9787, -115.5300
Brazil, 39.5232, -87.1244
Brea, 33.9255, -117.8654
Breaux Bridge, 30.2829, -91.9044
Breckenridge, 32.7566, -98.9122
Breckenridge, 39.4997, -106.0433
Brecksville, 41.3079, -81.6193
Breese, 38.6138, -89.5231
Bremen, 33.7089, -85.1493
Bremerton, 47.5436, -122.7121
Brenham, 30.1576, -96.3957
Brent, 32.9421, -87.1753
Brentwood, 35.9917, -86.7759
Brentwood, 37.9356, -121.7190
Brentwood, 38.6194, -90.3476
Brentwood, 40.3734, -79.9757
Brevard, 35.2437, -82.7266
Brewer, 44.7835, -68.7352
Brewton, 31.1111, -87.0737
Briarcliff Manor, 41.1400, -73.8440
Bridge City, 30.0298, -93.8406
Bridgeport, 33.2094, -97.7717
Bridgeport, 39.3036, -80.2476
Bridgeport, 41.1909, -73.1958
Bridgeton, 38.7672, -90.4277
Bridgeton, 39.4284, -75.2284
Bridgeview, 41.7402, -87.8067
Bridgeville, 40.3578, -80.1061
Bridgewater, 38.3863, -78.9674
Brier, 47.7924, -122.2736
Brigantine, 39.4127, -74.3802
Brigham City, 41.5034, -112.0454
Brighton, 39.9719, -104.7958
Brighton, 42.5298, -83.7848
Bristol, 36.5572, -82.2144
Bristol, 36.6180, -82.1607
Bristol, 40.1034, -74.8523
Bristol, 41.6812, -72.9407
Bristol, 42.5378, -88.0150
Broadview Heights, 41.3195, -81.6782
Broadview, 41.8584, -87.8562
Broadway, 38.6083, -78.8016
Brockport, 43.2136, -77.9405
Brockton, 42.0821, -71.0242
Broken Arrow, 36.0367, -95.7808
Bronx, 40.8501, -73.8662
Bronxville, 40.9394, -73.8263
Brook Park, 41.4036, -81.8219
Brookfield, 41.8245, -87.8470
Brookfield, 43.0640, -88.1231
Brookhaven, 31.5803, -90.4432
Brookhaven, 33.8746, -84.3315
Brookhaven, 39.8715, -75.3918
Brookings, 42.0691, -124.3004
Brookings, 44.3027, -96.7856
Brooklyn Center, 45.0681, -93.3162
Brooklyn Park, 45.1112, -93.3505
Brooklyn, 40.6501, -73.9496
Brooklyn, 41.4349, -81.7498
Brooksville, 28.5404, -82.3901
Brookville, 39.8393, -84.4176
Broomfield, 39.9541, -105.0526
Broussard, 30.1394, -91.9539
Brown Deer, 43.1743, -87.9750
Brownfield, 33.1757, -102.2730
Brownsburg, 39.8330, -86.3828
Brownsville, 25.9981, -97.4566
Brownsville, 35.5881, -89.2574
Brownwood, 31.7124, -98.9765
Brunswick, 31.1450, -81.4740
Brunswick, 39.3180, -77.6253
Brunswick, 41.2464, -81.8198
Brush, 40.2581, -103.6322
Bryan, 30.6661, -96.3670
Bryan, 41.4711, -84.5489
Bryant, 34.6144, -92.4903
Buckeye, 33.4318, -112.6430
Buckhannon, 38.9927, -80.2279
Bucyrus, 40.8054, -82.9719
Buda, 30.0854, -97.8440
Buellton, 34.6152, -120.1943
Buena Park, 33.8572, -118.0046
Buena Vista, 37.7316, -79.3565
Buffalo Grove, 42.1673, -87.9615
Buffalo, 42.9016, -78.8487
Buffalo, 45.1786, -93.8663
Buford, 34.1183, -83.9918
Bullhead City, 35.1205, -114.5460
Bulverde, 29.7723, -98.4373
Burbank, 34.1880, -118.3234
Burbank, 41.7444, -87.7686
Burien, 47.4761, -122.3393
Burkburnett, 34.0748, -98.5671
Burleson, 32.5200, -97.3341
Burley, 42.5371, -113.7933
Burlingame, 37.5860, -122.3670
Burlington, 36.0761, -79.4692
Burlington, 40.0783, -74.8523
Burlington, 40.8072, -91.1249
Burlington, 42.6748, -88.2724
Burlington, 44.4877, -73.2314
Burlington, 48.4676, -122.3298
Burnet, 30.7508, -98.2375
Burnsville, 44.7648, -93.2794
Burr Ridge, 41.7485, -87.9198
Burton, 42.9974, -83.6175
Butler, 40.8615, -79.8962
Butler, 40.9991, -74.3472
Butner, 36.1285, -78.7501
Butte, 45.9020, -112.6571
Byram, 32.1890, -90.2861
Byron, 32.6477, -83.7539
Byron, 42.1273, -89.2622
Byron, 44.0379, -92.6418
Cabot, 34.9765, -92.0268
Cadillac, 44.2494, -85.4137
Cahokia, 38.5651, -90.1776
Cairo, 30.8789, -84.2051
Calabasas, 34.1375, -118.6689
Caldwell, 39.7467, -81.5127
Caldwell, 40.8390, -74.2777
Caldwell, 43.6458, -116.6595
Caledonia, 42.7987, -87.8763
Calera, 33.1249, -86.7450
Calexico, 32.6849, -115.4944
Calhoun, 34.4925, -84.9394
California City, 35.1578, -117.8720
California, 40.0692, -79.9152
Calimesa, 33.9873, -117.0542
Calipatria, 33.1488, -115.5058
Calistoga, 38.5817, -122.5825
Callaway, 30.1352, -85.5600
Calumet City, 41.6133, -87.5502
Calumet Park, 41.6650, -87.6578
Camarillo, 34.2230, -119.0325
Camas, 45.6006, -122.4301
Cambridge, 38.5519, -76.0788
Cambridge, 40.0221, -81.5868
Cambridge, 42.3758, -71.1184
Cambridge, 45.5615, -93.2280
Camden, 33.5672, -92.8466
Camden, 34.2564, -80.6085
Camden, 39.9361, -75.1072
Cameron, 30.8607, -96.9769
Cameron, 39.7469, -94.2364
Camilla, 31.2337, -84.2088
Camp Hill, 40.2422, -76.9274
Camp Verde, 34.5699, -111.8573
Campbell, 37.2803, -121.9543
Campbell, 41.0777, -80.5904
Campbellsville, 37.3443, -85.3502
Campton Hills, 41.9500, -88.4166
Canal Fulton, 40.8903, -81.5891
Canal Winchester, 39.8432, -82.8121
Canandaigua, 42.8885, -77.2805
Canby, 45.2653, -122.6870
Canfield, 41.0315, -80.7672
Canon City, 38.4430, -105.2201
Canonsburg, 40.2642, -80.1868
Canton, 32.5976, -90.0329
Canton, 34.2468, -84.4902
Canton, 40.5631, -90.0411
Canton, 40.8082, -81.3678
Canton, 44.6000, -75.1703
Canyon Lake, 33.6884, -117.2621
Canyon, 34.9877, -101.9179
Cape Canaveral, 28.3934, -80.6050
Cape Coral, 26.6440, -81.9961
Cape Girardeau, 37.3107, -89.5595
Capitola, 36.9772, -121.9539
Carbondale, 37.7219, -89.2237
Carbondale, 39.3946, -107.2145
Carbondale, 41.5714, -75.5048
Carencro, 30.3115, -92.0385
Caribou, 46.8662, -67.9919
Carl Junction, 37.1669, -94.5468
Carlinville, 39.2782, -89.8766
Carlisle, 39.5808, -84.3201
Carlisle, 40.1999, -77.2042
Carlsbad, 32.4064, -104.2385
Carlsbad, 33.1246, -117.2836
Carlstadt, 40.8250, -74.0614
Carmel, 39.9658, -86.1461
Carmi, 38.0857, -88.1727
Carnegie, 40.4080, -80.0861
Carol Stream, 41.9183, -88.1309
Carolina Beach, 34.0396, -77.8966
Carpentersville, 42.1227, -88.2894
Carpinteria, 34.3961, -119.5117
Carrboro, 35.9260, -79.0878
Carrizo Springs, 28.5266, -99.8589
Carroll, 42.0697, -94.8647
Carrollton, 32.9885, -96.9001
Carrollton, 33.5819, -85.0837
Carrollton, 38.6800, -85.1656
Carson City, 39.1512, -119.7474
Carson, 33.8374, -118.2559
Carteret, 40.5849, -74.2285
Cartersville, 34.1631, -84.8007
Carterville, 37.7630, -89.0839
Carthage, 32.1526, -94.3368
Carthage, 37.1503, -94.3225
Caruthersville, 36.1814, -89.6664
Cary, 35.7815, -78.8162
Cary, 42.2128, -88.2491
Casa Grande, 32.9070, -111.7623
Casper, 42.8430, -106.3205
Casselberry, 28.6621, -81.3217
Castle Pines, 39.4625, -104.8706
Castle Rock, 39.3761, -104.8536
Castle Shannon, 40.3664, -80.0194
Catasauqua, 40.6531, -75.4643
Cathedral City, 33.8363, -116.4662
Catoosa, 36.1832, -95.7663
Catskill, 42.2145, -73.8656
Cave Creek, 33.8513, -111.9801
Cayce, 33.9458, -81.0432
Cedar City, 37.6834, -113.0957
Cedar Falls, 42.5197, -92.4532
Cedar Hill, 32.5809, -96.9592
Cedar Hills, 40.4135, -111.7530
Cedar Lake, 41.3693, -87.4380
Cedar Park, 30.5133, -97.8180
Cedar Rapids, 41.9667, -91.6781
Cedarburg, 43.2991, -87.9887
Cedarhurst, 40.6252, -73.7278
Cedartown, 34.0217, -85.2500
Celina, 33.3201, -96.7854
Celina, 40.5551, -84.5629
Centennial, 39.5927, -104.8674
Center Line, 42.4805, -83.0273
Center Point, 33.6447, -86.6851
Center, 31.7950, -94.1790
Centerton, 36.3551, -94.2960
Centerville, 32.6341, -83.6854
Centerville, 39.6339, -84.1448
Centerville, 40.7289, -92.8713
Centerville, 40.9284, -111.8848
Central City, 37.2962, -87.1280
Central Falls, 41.8900, -71.3933
Central Point, 42.3764, -122.9110
Central, 30.5593, -91.0369
Central, 34.7234, -82.7789
Centralia, 38.5222, -89.1233
Centralia, 46.7226, -122.9695
Centreville, 38.5800, -90.1037
Ceres, 37.5954, -120.9624
Cerritos, 33.8677, -118.0686
Chadron, 42.8260, -103.0024
Chambersburg, 39.9315, -77.6556
Chamblee, 33.8842, -84.3008
Champaign, 40.1148, -88.2731
Champlin, 45.1703, -93.3904
Chandler, 33.2828, -111.8517
Chanhassen, 44.8544, -93.5621
Channahon, 41.4202, -88.2623
Chanute, 37.6699, -95.4619
Chapel Hill, 35.9271, -79.0387
Chardon, 41.5803, -81.2081
Charles City, 43.0644, -92.6745
Charles Town, 39.2746, -77.8632
Charleston, 32.8137, -79.9643
Charleston, 36.9179, -89.3344
Charleston, 38.3484, -81.6323
Charleston, 39.4845, -88.1779
Charlestown, 38.4270, -85.6677
Charlotte, 35.2080, -80.8308
Charlotte, 42.5662, -84.8304
Charlottesville, 38.0374, -78.4856
Chaska, 44.8166, -93.6092
Chatham, 39.6714, -89.6962
Chatham, 40.7405, -74.3838
Chattanooga, 35.0657, -85.2488
Chehalis, 46.6649, -122.9660
Chelan, 47.8414, -120.0260
Chelsea, 33.3258, -86.6287
Chelsea, 42.3132, -84.0187
Chelsea, 42.3959, -71.0325
Cheney, 47.4900, -117.5789
Cheraw, 34.6978, -79.8988
Cherry Hills Village, 39.6375, -104.9481
Cherryville, 35.3844, -81.3781
Chesapeake Beach, 38.6881, -76.5447
Chesapeake, 36.6778, -76.3024
Chester, 34.7050, -81.2135
Chester, 37.9199, -89.8260
Chester, 39.8456, -75.3718
Chester, 41.3570, -74.2769
Chesterfield, 38.6588, -90.5805
Chesterton, 41.5995, -87.0549
Chestertown, 39.2188, -76.0710
Chestnut Ridge, 41.0830, -74.0552
Cheverly, 38.9253, -76.9139
Cheviot, 39.1578, -84.6138
Cheyenne, 41.1418, -104.7943
Chicago Heights, 41.5101, -87.6347
Chicago Ridge, 41.7034, -87.7795
Chicago, 41.8373, -87.6861
Chickasaw, 30.7715, -88.0794
Chickasha, 35.0410, -97.9472
Chico, 39.7568, -121.8160
Chicopee, 42.1764, -72.5719
Chillicothe, 39.3393, -82.9937
Chillicothe, 39.7947, -93.5498
Chillicothe, 40.9152, -89.5018
Chino Hills, 33.9508, -117.7254
Chino Valley, 34.7593, -112.4107
Chino, 33.9836, -117.6653
Chippewa Falls, 44.9358, -91.3903
Chisago City, 45.3475, -92.9115
Choctaw, 35.4800, -97.2666
Chowchilla, 37.1095, -120.2349
Christiansburg, 37.1411, -80.4028
Chubbuck, 42.9226, -112.4699
Chula Vista, 32.6281, -117.0144
Church Hill, 36.5206, -82.7142
Cibolo, 29.5689, -98.2149
Cicero, 41.8445, -87.7593
Cincinnati, 39.1412, -84.5060
Circleville, 39.6062, -82.9335
Citrus Heights, 38.6948, -121.2880
City of Milford (balance), 41.2253, -73.0624
